번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
90,개방화장실,,효연빌딩,서울특별시 금천구 가산로 116,,3,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1998-12,37.4761063,126.8931252,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
91,개방화장실,,미도빌딩,서울특별시 금천구 시흥대로 473,,1,3,0,0,0,0,1,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1977-12,37.47593767,126.8980461,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
92,개방화장실,,삼일빌딩,서울특별시 금천구 가산로 78,,3,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1989-11,37.473305,126.8955551,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
93,개방화장실,,더플레이스빌딩(일오삼플레이스),서울특별시 금천구 시흥대로 164,,2,3,1,0,0,0,2,1,0,서울특별시 금천구청,02-2627-1475,,24시간,2020-11,37.4488601,126.903246,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
94,개방화장실,,삼주물산,서울특별시 금천구 시흥대로 492,,3,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1978-02,37.47756047,126.8992429,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
95,개방화장실,,고려테크온,서울특별시 금천구 범안로 1138,,3,4,1,0,0,0,2,1,0,서울특별시 금천구청,02-2627-1475,,24시간,2020-04,37.4657473,126.8883773,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
96,개방화장실,,영진빌딩,서울특별시 금천구 시흥대로 426,,2,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1475,,24시간,2020-04,37.4715113,126.8987752,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
97,개방화장실,,석수상가,서울특별시 금천구 삼성산길 3,,0,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1987-11,37.4342418,126.9038695,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
98,개방화장실,,JEI PLATZ(재능유통),서울특별시 금천구 가산디지털1로 186,,2,3,0,0,0,0,4,0,0,서울특별시 금천구청,02-2627-1475,,24시간,2020-04,37.48191219,126.881583,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
99,개방화장실,,벧엘감리교회,서울특별시 금천구 독산로 228,,1,2,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1993-01,37.46707866,126.9020509,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
100,개방화장실,,시흥빌딩,서울특별시 금천구 시흥대로 155,,3,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1978-09,37.44788405,126.9026929,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
101,개방화장실,,대명여울빛거리시장,서울특별시 금천구 금하로 646-5,,1,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1973-12,37.4540183,126.9023422,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
102,개방화장실,,새울빌딩,서울특별시 금천구 시흥대로 414,,2,3,0,0,0,0,3,0,0,서울특별시 금천구청,02-2627-1475,,24시간,1980-10,37.4705144,126.8985388,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
103,개방화장실,,농협금천지점,서울특별시 금천구 탑골로 2,,1,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1475,,09:00~16:00,2000-05,37.450743,126.9102269,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
104,개방화장실,,농협관악지점,서울특별시 금천구 남부순환로 1366,,1,2,0,0,0,0,2,0,0,서울특별시 금천구청,02-2627-1475,,09:00~16:00,1979-12,37.4793205,126.9027263,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
105,개방화장실,,농협독산지점,서울특별시 금천구 시흥대로 336,,1,1,0,0,0,0,1,0,0,서울특별시 금천구청,02-2627-1475,,09:00~16:00,1980-03,37.46360803,126.8978303,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,없음,N,N,없음,,2020-07-31
106,공중화장실,법제3조제16호-영제3조제1항제1호,숲속도서관 앞 화장실(배봉산),서울특별시 동대문구 사가정로 191-1,서울특별시 동대문구 전농동 산32-20,4,0,1,0,0,0,8,1,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,2009-06,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-31
107,간이화장실,법제3조제16호-영제3조제1항제1호,숲속광장 화장실(배봉산),서울특별시 동대문구 사가정로 191-1,서울특별시 동대문구 전농동 산32-20,1,0,0,0,0,0,3,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
108,간이화장실,법제3조제16호-영제3조제1항제1호,벚나무쉼터 화장실(배봉산),서울특별시 동대문구 사가정로 191-1,서울특별시 동대문구 전농동 산32-20,1,0,1,0,0,0,2,1,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-31
109,간이화장실,법제3조제16호-영제3조제1항제1호,휘경광장 화장실(배봉산),,서울특별시 동대문구 휘경동 산 6-80,1,0,0,0,0,0,3,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
110,간이화장실,법제3조제16호-영제3조제1항제1호,정상 화장실(배봉산),서울특별시 동대문구 사가정로 191-1,서울특별시 동대문구 전농동 산32-20,2,0,0,0,0,0,3,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
111,간이화장실,법제3조제16호-영제3조제1항제1호,토끼사육장 인근(배봉산),서울특별시 동대문구 사가정로 191-1,서울특별시 동대문구 전농동 산32-20,1,0,0,0,0,0,1,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
112,간이화장실,법제3조제16호-영제3조제1항제1호,답십리1공원 화장실,서울특별시 동대문구 답십리로 209,서울특별시 동대문구 답십리동 산 2-9,1,0,0,0,0,0,3,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
113,간이화장실,법제3조제16호-영제3조제1항제1호,답십리2공원 화장실,,서울특별시 동대문구 답십리동 41-1,1,0,0,0,0,0,2,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
114,공중화장실,법제3조제16호-영제3조제1항제1호,홍릉근린공원 화장실,서울특별시 동대문구 회기로10길 78,서울특별시 동대문구 청량리동 산1-145,2,0,1,0,0,0,4,1,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-31
115,공중화장실,법제3조제5호,용두근린공원 화장실,서울특별시 동대문구 청계천로 563,서울특별시 동대문구 용두동 34-4,1,3,1,0,0,0,4,1,0,동대문구청 공원녹지과,02-2127-4775,정시,24시간 개방,2010-01,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실,,2023-12-31
116,공중화장실,법제3조제5호,장평근린공원 화장실,서울특별시 동대문구 장안벚꽃로 67,서울특별시 동대문구 장안동 356,3,5,1,0,0,0,5,1,0,동대문구청 공원녹지과,02-2127-4775,정시,24시간 개방,2002-01,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,남자화장실,2020-01,2023-12-31
117,공중화장실,법제3조제5호,장안근린공원 화장실,서울특별시 동대문구 장한로 191,서울특별시 동대문구 장안동 300,3,6,1,0,0,0,7,0,0,동대문구청 공원녹지과,02-2127-4775,정시,24시간 개방,2003-01,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,남자화장실,2020-01,2023-12-31
118,간이화장실,법제3조제16호-영제3조제1항제1호,마로니에어린이공원 화장실,,서울특별시 동대문구 장안동 325,1,0,1,0,0,0,3,1,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-31
119,공중화장실,,광진정보도서관 1층 화장실,서울특별시 광진구 아차산로78길 90,,1,2,0,0,0,1,2,0,0,광진구 시설관리공단,02-3437-5092,,09:00~22:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
120,공중화장실,,광진구청 행정지원동 1층 화장실,서울특별시 광진구 자양로 117,,3,3,0,0,0,0,3,0,0,광진구 총무과,02-450-7106,,08:00~23:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
121,공중화장실,,광진구청 종합상황실 화장실,서울특별시 광진구 자양로 117,,2,3,0,0,0,0,3,0,0,광진구 총무과,02-450-7106,,08:00~23:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
122,공중화장실,,광진구청 안전관리동 1층 화장실,서울특별시 광진구 자양로 117,,3,3,0,0,0,0,3,0,0,광진구 총무과,02-450-7106,,00:00~00:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
123,공중화장실,,광진구청 민원복지동 1층 화장실,서울특별시 광진구 자양로 117,,2,3,0,0,1,0,4,0,1,광진구 총무과,02-450-7106,,08:00~23:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
124,공중화장실,,광진구보건소,서울특별시 광진구 자양로 117,,3,3,0,0,0,0,3,0,0,광진구 총무과,02-450-7104,,09:00~18:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
125,공중화장실,,구의2동주택가 공용주차장,서울특별시 광진구 자양로 307,,2,2,1,0,0,0,4,1,0,광진구 시설관리공단,02-2049-4534,,00:00~00:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
126,공중화장실,,구의1동 공영주차장,서울특별시 광진구 자양로18길 78,,1,1,1,0,0,0,1,1,0,광진구 시설관리공단,02-2049-4534,,00:00~00:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
127,공중화장실,,능동공영주차장,서울특별시 광진구 천호대로112길 56,,1,3,0,0,0,0,2,0,0,광진구 시설관리공단,02-2049-4534,,00:00~00:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
128,공중화장실,,광장동실내배드민턴장,서울특별시 광진구 천호대로140길 40,,2,3,1,0,0,0,5,1,0,광진구 시설관리공단,02-458-9063,,06:00~22:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
129,공중화장실,,자양4동도서관,서울특별시 광진구 뚝섬로26길 58,,1,2,1,0,0,0,2,1,0,광진구 시설관리공단,02-465-0737,,09:00~18:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
130,공중화장실,,광진구청 청소과 화장실,서울특별시 광진구 천호대로 788,,1,4,0,0,0,0,3,0,0,광진구 청소과,02-450-1375,,09:00~18:00,,,,공공기관-지방자치단체,수세식,,N,없음,N,N,없음,,2022-01-21
131,공중화장실,,건대입구역(2),서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),7,9,0,0,0,1,20,0,0,서울교통공사,02-6110-2121,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
132,공중화장실,,구의역(2),서울특별시 광진구 구의동 245-24 2호선 구의역,서울특별시 광진구 구의동 245-24 2호선 구의역,3,4,0,0,0,1,6,0,0,서울교통공사,02-6110-2131,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
133,공중화장실,,강변역(2),서울특별시 광진구 구의동 546-6 2호선 강변역,서울특별시 광진구 구의동 546-6 2호선 강변역,6,6,0,0,0,2,14,0,0,서울교통공사,02-6110-2141,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
134,공중화장실,,군자역(5),"서울특별시 광진구 능동 275-5 군자역(5, 7호선)","서울특별시 광진구 능동 275-5 군자역(5, 7호선)",7,6,0,0,0,0,19,0,0,서울교통공사,02-6311-5441,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
135,공중화장실,,아차산역(5),서울특별시 광진구 능동 256-16 아차산역,서울특별시 광진구 능동 256-16 아차산역,4,4,0,0,0,1,9,0,0,서울교통공사,02-6311-5451,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
136,공중화장실,,광나루역(5),서울특별시 광진구 광장동 237 광나루역,서울특별시 광진구 광장동 237 광나루역,6,6,0,0,0,1,14,0,0,서울교통공사,02-6311-5461,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
137,간이화장실,법제3조제16호-영제3조제1항제1호,진달래어린이공원 화장실,,서울특별시 동대문구 휘경동 49-384,0,0,1,0,0,0,1,1,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2023-12-31
138,간이화장실,법제3조제16호-영제3조제1항제1호,샛별어린이공원 화장실,서울특별시 동대문구 장한로17길 20,서울특별시 동대문구 장안동 379,1,0,0,0,0,0,2,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
139,간이화장실,법제3조제16호-영제3조제1항제1호,안골어린이공원 화장실,,서울특별시 동대문구 장안동 402,1,0,0,0,0,0,2,0,0,동대문구청 공원녹지과,02-2127-4776,정시,24시간 개방,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2023-12-31
140,공중화장실,,중곡역(7),서울특별시 광진구 중곡동 273-2 중곡역,서울특별시 광진구 중곡동 273-2 중곡역,4,4,0,0,0,1,8,0,0,서울교통공사,02-6311-7241,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
141,공중화장실,,어린이대공원역(7),서울특별시 광진구 화양동 164-1 어린이대공원역,서울특별시 광진구 화양동 164-1 어린이대공원역,5,7,0,0,0,1,10,0,0,서울교통공사,02-6311-7261,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
142,공중화장실,,건대입구역(7),서울특별시 광진구 화양동 6-3 건대입구역(7호선),서울특별시 광진구 화양동 6-3 건대입구역(7호선),5,7,0,0,0,0,12,0,0,서울교통공사,02-6311-7271,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
143,공중화장실,,뚝섬유원지역(7),서울특별시 광진구 자양동 73-2 뚝섬유원지역,서울특별시 광진구 자양동 73-2 뚝섬유원지역,3,7,0,0,0,0,6,0,0,서울교통공사,02-6311-7281,,05:00~24:00,,,,공공기관-국가공공기관,수세식,,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-01-21
